GS (GOLDMAN SACHS GROUP INC),121.30,-1.51,
Apr 26 2009 @ 21:34 ET,Bid,121.55,Ask,121.94,Size,2x1,Vol,22410665,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
09 Jun 135.00 (GS FG-P),5.10,+0.40,4.90,5.05,39,1503,09 Jun 135.00 (GS RG-P),17.50,-2.80,18.30,18.45,56,136,
09 Jun 135.00 (GS FG-A),3.85,0.0,4.80,5.20,0,1503,09 Jun 135.00 (GS RG-A),17.70,-6.00,18.10,18.60,12,136,
09 Jun 135.00 (GS FG-B),4.80,0.0,4.90,5.05,0,1503,09 Jun 135.00 (GS RG-B),18.30,+0.80,18.30,18.45,10,136,
09 Jun 135.00 (GS FG-O),5.19,0.0,0.0,0.0,17,1503,09 Jun 135.00 (GS RG-O),19.40,0.0,0.0,0.0,0,136,
09 Jun 140.00 (GS FH),3.40,-0.10,3.50,3.60,148,456,09 Jun 140.00 (GS RH),21.15,-1.45,21.90,22.00,96,170,
09 Jun 140.00 (GS FH-E),3.57,+0.07,3.50,3.60,20,456,09 Jun 140.00 (GS RH-E),21.15,-2.20,21.90,22.05,43,170,
09 Jun 140.00 (GS FH-8),3.55,-0.09,3.50,3.60,32,456,09 Jun 140.00 (GS RH-8),21.05,-2.30,21.85,22.00,20,170,
09 Jun 140.00 (GS FH-X),3.50,+0.15,3.50,3.60,35,456,09 Jun 140.00 (GS RH-X),21.05,-1.55,21.85,22.00,20,170,
09 Jun 140.00 (GS FH-P),3.40,-0.35,3.50,3.60,41,456,09 Jun 140.00 (GS RH-P),22.20,-1.35,21.85,22.00,6,170,
09 Jun 140.00 (GS FH-A),0.0,0.0,3.40,3.75,0,456,09 Jun 140.00 (GS RH-A),0.0,0.0,21.65,22.20,0,170,
09 Jun 140.00 (GS FH-B),3.90,0.0,3.50,3.65,0,456,09 Jun 140.00 (GS RH-B),21.80,+0.75,21.90,22.00,7,170,
09 Jun 140.00 (GS FH-O),3.40,-0.30,0.0,0.0,20,456,09 Jun 140.00 (GS RH-O),0.0,0.0,0.0,0.0,0,170,
09 Jun 145.00 (GS FI),2.30,-0.40,2.42,2.49,203,472,09 Jun 145.00 (GS RI),26.60,-0.85,25.75,25.95,10,188,
09 Jun 145.00 (GS FI-E),2.30,-0.20,2.42,2.49,91,472,09 Jun 145.00 (GS RI-E),27.55,0.0,25.75,25.95,0,188,
09 Jun 145.00 (GS FI-8),2.64,-0.06,2.41,2.49,71,472,09 Jun 145.00 (GS RI-8),25.90,0.0,25.75,26.00,0,188,
09 Jun 145.00 (GS FI-X),2.19,0.0,2.42,2.49,0,472,09 Jun 145.00 (GS RI-X),26.60,-0.85,25.75,25.95,10,188,
09 Jun 145.00 (GS FI-P),2.60,+0.23,2.41,2.49,21,472,09 Jun 145.00 (GS RI-P),25.15,0.0,25.75,25.95,0,188,
09 Jun 145.00 (GS FI-A),1.81,0.0,2.32,2.63,0,472,09 Jun 145.00 (GS RI-A),0.0,0.0,25.55,26.15,0,188,
09 Jun 145.00 (GS FI-B),2.74,0.0,2.42,2.53,0,472,09 Jun 145.00 (GS RI-B),0.0,0.0,25.75,25.95,0,188,
09 Jun 145.00 (GS FI-O),2.53,+0.16,0.0,0.0,20,472,09 Jun 145.00 (GS RI-O),27.75,0.0,0.0,0.0,0,188,
09 Jun 150.00 (GPY FJ),1.78,+0.22,1.62,1.67,47,317,09 Jun 150.00 (GPY RJ),31.00,+0.90,29.95,30.15,32,72,
09 Jun 150.00 (GPY FJ-E),1.86,+0.31,1.62,1.67,15,317,09 Jun 150.00 (GPY RJ-E),31.00,+0.90,29.95,30.15,11,72,
09 Jun 150.00 (GPY FJ-8),1.78,+0.22,1.60,1.68,19,317,09 Jun 150.00 (GPY RJ-8),29.15,-0.45,29.95,30.20,21,72,
09 Jun 150.00 (GPY FJ-X),1.80,+0.20,1.62,1.68,7,317,09 Jun 150.00 (GPY RJ-X),0.0,0.0,29.95,30.15,0,72,
09 Jun 150.00 (GPY FJ-P),1.93,+0.43,1.61,1.68,1,317,09 Jun 150.00 (GPY RJ-P),28.45,0.0,29.95,30.15,0,72,
09 Jun 150.00 (GPY FJ-A),2.10,0.0,1.50,1.81,0,317,09 Jun 150.00 (GPY RJ-A),0.0,0.0,29.70,30.35,0,72,
09 Jun 150.00 (GPY FJ-B),1.87,+0.24,1.62,1.71,5,317,09 Jun 150.00 (GPY RJ-B),0.0,0.0,29.90,30.15,0,72,
09 Jun 155.00 (GPY FK),1.02,-0.18,1.05,1.10,177,24,09 Jun 155.00 (GPY RK),35.85,0.0,34.40,34.55,0,65,
09 Jun 155.00 (GPY FK-E),1.02,-0.38,1.05,1.10,106,24,09 Jun 155.00 (GPY RK-E),35.30,0.0,34.40,34.55,0,65,
09 Jun 155.00 (GPY FK-8),1.06,-0.14,1.05,1.10,65,24,09 Jun 155.00 (GPY RK-8),36.15,0.0,34.35,34.65,0,65,
09 Jun 155.00 (GPY FK-X),1.16,0.0,1.05,1.10,2,24,09 Jun 155.00 (GPY RK-X),35.85,0.0,34.35,34.55,0,65,
09 Jun 155.00 (GPY FK-P),1.11,0.0,1.04,1.10,0,24,09 Jun 155.00 (GPY RK-P),0.0,0.0,34.35,34.55,0,65,
09 Jun 155.00 (GPY FK-A),0.0,0.0,0.92,1.23,0,24,09 Jun 155.00 (GPY RK-A),0.0,0.0,34.10,34.75,0,65,
09 Jun 155.00 (GPY FK-B),1.25,0.0,1.05,1.13,4,24,09 Jun 155.00 (GPY RK-B),0.0,0.0,34.35,34.55,0,65,
09 Jun 160.00 (GPY FL),0.84,+0.24,0.65,0.71,17,116,09 Jun 160.00 (GPY RL),40.90,0.0,39.00,39.15,0,52,
09 Jun 160.00 (GPY FL-E),0.84,+0.14,0.65,0.71,4,116,09 Jun 160.00 (GPY RL-E),40.90,0.0,39.00,39.15,0,52,
09 Jun 160.00 (GPY FL-8),0.79,0.0,0.64,0.71,0,116,09 Jun 160.00 (GPY RL-8),39.20,0.0,38.95,39.15,0,52,
09 Jun 160.00 (GPY FL-X),0.0,0.0,0.65,0.71,0,116,09 Jun 160.00 (GPY RL-X),37.70,0.0,38.95,39.15,0,52,
09 Jun 160.00 (GPY FL-P),0.75,0.0,0.65,0.71,0,116,09 Jun 160.00 (GPY RL-P),40.75,0.0,38.95,39.15,0,52,
09 Jun 160.00 (GPY FL-A),0.0,0.0,0.51,0.83,0,116,09 Jun 160.00 (GPY RL-A),0.0,0.0,38.65,39.35,0,52,
09 Jun 160.00 (GPY FL-B),0.81,0.0,0.65,0.74,13,116,09 Jun 160.00 (GPY RL-B),41.00,0.0,38.90,39.15,0,52,
09 Jun 165.00 (GPY FM),0.52,+0.03,0.40,0.45,11,4,09 Jun 165.00 (GPY RM),43.05,-3.10,43.70,43.90,10,20,
09 Jun 165.00 (GPY FM-E),0.0,0.0,0.40,0.45,0,4,09 Jun 165.00 (GPY RM-E),43.05,-3.10,43.70,43.90,10,20,
09 Jun 165.00 (GPY FM-8),0.0,0.0,0.40,0.45,0,4,09 Jun 165.00 (GPY RM-8),0.0,0.0,43.70,43.90,0,20,
09 Jun 165.00 (GPY FM-X),0.0,0.0,0.40,0.45,0,4,09 Jun 165.00 (GPY RM-X),0.0,0.0,43.70,43.90,0,20,
09 Jun 165.00 (GPY FM-P),0.52,+0.07,0.38,0.45,11,4,09 Jun 165.00 (GPY RM-P),0.0,0.0,43.70,43.90,0,20,
09 Jun 165.00 (GPY FM-A),0.0,0.0,0.24,0.55,0,4,09 Jun 165.00 (GPY RM-A),0.0,0.0,43.40,44.10,0,20,
09 Jun 165.00 (GPY FM-B),0.52,0.0,0.40,0.48,0,4,09 Jun 165.00 (GPY RM-B),0.0,0.0,43.60,43.90,0,20,
09 Jun 170.00 (GPY FN),0.25,0.0,0.22,0.29,0,4,09 Jun 170.00 (GPY RN),48.20,-2.95,48.55,48.75,10,30,
09 Jun 170.00 (GPY FN-E),0.0,0.0,0.22,0.29,0,4,09 Jun 170.00 (GPY RN-E),48.20,-2.15,48.55,48.75,10,30,
09 Jun 170.00 (GPY FN-8),0.0,0.0,0.22,0.29,0,4,09 Jun 170.00 (GPY RN-8),0.0,0.0,48.55,48.80,0,30,
09 Jun 170.00 (GPY FN-X),0.0,0.0,0.22,0.29,0,4,09 Jun 170.00 (GPY RN-X),51.15,0.0,48.55,48.75,0,30,
09 Jun 170.00 (GPY FN-P),0.0,0.0,0.22,0.29,0,4,09 Jun 170.00 (GPY RN-P),0.0,0.0,48.55,48.80,0,30,
09 Jun 170.00 (GPY FN-A),0.0,0.0,0.06,0.37,0,4,09 Jun 170.00 (GPY RN-A),0.0,0.0,48.20,48.90,0,30,
09 Jun 170.00 (GPY FN-B),0.33,0.0,0.20,0.30,0,4,09 Jun 170.00 (GPY RN-B),0.0,0.0,48.35,48.75,0,30,
09 Jun 175.00 (GPY FO),0.18,0.0,0.12,0.18,1,0,09 Jun 175.00 (GPY RO),52.15,-3.90,53.45,53.65,21,39,
09 Jun 175.00 (GPY FO-E),0.0,0.0,0.12,0.18,0,0,09 Jun 175.00 (GPY RO-E),52.15,-3.90,53.45,53.65,11,39,
09 Jun 175.00 (GPY FO-8),0.0,0.0,0.12,0.18,0,0,09 Jun 175.00 (GPY RO-8),54.90,0.0,53.45,53.65,10,39,
09 Jun 175.00 (GPY FO-X),0.0,0.0,0.12,0.19,0,0,09 Jun 175.00 (GPY RO-X),0.0,0.0,53.45,53.65,0,39,
09 Jun 175.00 (GPY FO-P),0.0,0.0,0.12,0.18,0,0,09 Jun 175.00 (GPY RO-P),0.0,0.0,53.45,53.65,0,39,
09 Jun 175.00 (GPY FO-A),0.0,0.0,0.0,0.25,0,0,09 Jun 175.00 (GPY RO-A),0.0,0.0,53.05,53.80,0,39,
09 Jun 175.00 (GPY FO-B),0.22,+0.04,0.10,0.19,1,0,09 Jun 175.00 (GPY RO-B),0.0,0.0,53.25,53.65,0,39,
09 Jul 2.50 (GQ GZ),101.04,0.0,118.30,120.30,0,10,09 Jul 2.50 (GQ SZ),0.03,0.0,0.0,0.08,0,91,
09 Jul 2.50 (GQ GZ-E),0.0,0.0,118.30,120.30,0,10,09 Jul 2.50 (GQ SZ-E),0.03,0.0,0.0,0.08,0,91,
09 Jul 2.50 (GQ GZ-8),101.04,0.0,118.30,120.30,0,10,09 Jul 2.50 (GQ SZ-8),0.10,0.0,0.0,0.08,0,91,
09 Jul 2.50 (GQ GZ-X),0.0,0.0,118.30,120.30,0,10,09 Jul 2.50 (GQ SZ-X),0.12,0.0,0.0,0.08,0,91,
09 Jul 2.50 (GQ GZ-P),84.00,0.0,118.30,120.30,0,10,09 Jul 2.50 (GQ SZ-P),0.10,0.0,0.0,0.08,0,91,
09 Jul 2.50 (GQ GZ-A),0.0,0.0,117.10,121.60,0,10,09 Jul 2.50 (GQ SZ-A),0.0,0.0,0.0,0.08,0,91,
09 Jul 2.50 (GQ GZ-B),0.0,0.0,118.30,120.35,0,10,09 Jul 2.50 (GQ SZ-B),0.0,0.0,0.0,0.08,0,91,
09 Jul 2.50 (GQ GZ-O),0.0,0.0,0.0,0.0,0,10,09 Jul 2.50 (GQ SZ-O),0.0,0.0,0.0,0.0,0,91,
09 Jul 5.00 (GQ GA),117.30,0.0,115.80,117.80,0,5,09 Jul 5.00 (GQ SA),0.01,0.0,0.0,0.01,0,433,
09 Jul 5.00 (GQ GA-E),0.0,0.0,115.80,117.80,0,5,09 Jul 5.00 (GQ SA-E),0.01,0.0,0.0,0.02,0,433,
09 Jul 5.00 (GQ GA-8),113.25,0.0,115.80,117.80,0,5,09 Jul 5.00 (GQ SA-8),0.03,0.0,0.0,0.02,0,433,
09 Jul 5.00 (GQ GA-X),0.0,0.0,115.80,117.80,0,5,09 Jul 5.00 (GQ SA-X),0.09,0.0,0.0,0.02,0,433,
09 Jul 5.00 (GQ GA-P),117.30,0.0,115.80,117.80,0,5,09 Jul 5.00 (GQ SA-P),0.01,0.0,0.0,0.01,0,433,
09 Jul 5.00 (GQ GA-A),0.0,0.0,114.60,119.10,0,5,09 Jul 5.00 (GQ SA-A),0.0,0.0,0.0,0.02,0,433,
09 Jul 5.00 (GQ GA-B),0.0,0.0,115.75,117.80,0,5,09 Jul 5.00 (GQ SA-B),0.04,0.0,0.0,0.02,0,433,
09 Jul 5.00 (GQ GA-O),0.0,0.0,0.0,0.0,0,5,09 Jul 5.00 (GQ SA-O),0.0,0.0,0.0,0.0,0,433,
09 Jul 7.50 (GQ GU),84.45,0.0,113.30,115.30,0,0,09 Jul 7.50 (GQ SU),0.02,0.0,0.0,0.08,0,314,
09 Jul 7.50 (GQ GU-E),0.0,0.0,113.30,115.30,0,0,09 Jul 7.50 (GQ SU-E),0.02,0.0,0.0,0.08,0,314,
09 Jul 7.50 (GQ GU-8),84.45,0.0,113.30,115.30,0,0,09 Jul 7.50 (GQ SU-8),0.04,0.0,0.0,0.08,0,314,
09 Jul 7.50 (GQ GU-X),0.0,0.0,113.30,115.30,0,0,09 Jul 7.50 (GQ SU-X),0.01,0.0,0.0,0.08,0,314,
09 Jul 7.50 (GQ GU-P),0.0,0.0,113.30,115.30,0,0,09 Jul 7.50 (GQ SU-P),0.06,0.0,0.0,0.08,0,314,
09 Jul 7.50 (GQ GU-A),0.0,0.0,112.10,116.60,0,0,09 Jul 7.50 (GQ SU-A),0.03,0.0,0.0,0.08,0,314,
09 Jul 7.50 (GQ GU-B),0.0,0.0,113.25,115.30,0,0,09 Jul 7.50 (GQ SU-B),0.0,0.0,0.0,0.08,0,314,
09 Jul 7.50 (GQ GU-O),0.0,0.0,0.0,0.0,0,0,09 Jul 7.50 (GQ SU-O),0.0,0.0,0.0,0.0,0,314,
09 Jul 10.00 (GQ GB),94.40,0.0,110.85,112.85,0,119,09 Jul 10.00 (GQ SB),0.03,0.0,0.0,0.03,0,2653,
09 Jul 10.00 (GQ GB-E),94.02,0.0,110.85,112.85,0,119,09 Jul 10.00 (GQ SB-E),0.03,0.0,0.0,0.03,0,2653,
09 Jul 10.00 (GQ GB-8),83.20,0.0,110.85,112.85,0,119,09 Jul 10.00 (GQ SB-8),0.03,0.0,0.0,0.03,0,2653,
09 Jul 10.00 (GQ GB-X),94.40,0.0,110.85,112.85,0,119,09 Jul 10.00 (GQ SB-X),0.05,0.0,0.0,0.03,0,2653,
09 Jul 10.00 (GQ GB-P),67.00,0.0,110.85,112.85,0,119,09 Jul 10.00 (GQ SB-P),0.05,0.0,0.0,0.03,0,2653,
09 Jul 10.00 (GQ GB-A),0.0,0.0,109.60,114.10,0,119,09 Jul 10.00 (GQ SB-A),0.14,0.0,0.0,0.03,0,2653,
09 Jul 10.00 (GQ GB-B),0.0,0.0,110.85,112.85,0,119,09 Jul 10.00 (GQ SB-B),0.03,0.0,0.0,0.03,0,2653,
09 Jul 10.00 (GQ GB-O),0.0,0.0,0.0,0.0,0,119,09 Jul 10.00 (GQ SB-O),0.0,0.0,0.0,0.0,0,2653,
09 Jul 12.50 (GQ GV),109.80,0.0,108.30,110.30,0,1,09 Jul 12.50 (GQ SV),0.05,0.0,0.0,0.03,0,1176,
09 Jul 12.50 (GQ GV-E),109.80,0.0,108.30,110.30,0,1,09 Jul 12.50 (GQ SV-E),0.41,0.0,0.0,0.03,0,1176,
09 Jul 12.50 (GQ GV-8),0.0,0.0,108.30,110.30,0,1,09 Jul 12.50 (GQ SV-8),0.10,0.0,0.0,0.03,0,1176,
09 Jul 12.50 (GQ GV-X),105.60,0.0,108.30,110.30,0,1,09 Jul 12.50 (GQ SV-X),0.05,0.0,0.0,0.03,0,1176,
09 Jul 12.50 (GQ GV-P),0.0,0.0,108.30,110.30,0,1,09 Jul 12.50 (GQ SV-P),0.25,0.0,0.0,0.03,0,1176,
09 Jul 12.50 (GQ GV-A),0.0,0.0,107.10,111.60,0,1,09 Jul 12.50 (GQ SV-A),0.10,0.0,0.0,0.03,0,1176,
09 Jul 12.50 (GQ GV-B),0.0,0.0,108.25,110.30,0,1,09 Jul 12.50 (GQ SV-B),0.17,0.0,0.0,0.03,0,1176,
09 Jul 12.50 (GQ GV-O),0.0,0.0,0.0,0.0,0,1,09 Jul 12.50 (GQ SV-O),0.0,0.0,0.0,0.0,0,1176,
09 Jul 15.00 (GQ GC),103.90,0.0,105.80,107.80,0,30,09 Jul 15.00 (GQ SC),0.07,0.0,0.0,0.05,0,711,
09 Jul 15.00 (GQ GC-E),106.15,0.0,105.80,107.80,0,30,09 Jul 15.00 (GQ SC-E),0.11,0.0,0.0,0.05,0,711,
09 Jul 15.00 (GQ GC-8),102.50,0.0,105.80,107.80,0,30,09 Jul 15.00 (GQ SC-8),0.03,0.0,0.0,0.05,0,711,
09 Jul 15.00 (GQ GC-X),103.90,0.0,105.80,107.80,0,30,09 Jul 15.00 (GQ SC-X),0.06,0.0,0.0,0.05,0,711,
09 Jul 15.00 (GQ GC-P),0.0,0.0,105.80,107.80,0,30,09 Jul 15.00 (GQ SC-P),0.08,0.0,0.0,0.05,0,711,
09 Jul 15.00 (GQ GC-A),0.0,0.0,104.60,109.10,0,30,09 Jul 15.00 (GQ SC-A),0.08,0.0,0.0,0.05,0,711,
09 Jul 15.00 (GQ GC-B),0.0,0.0,105.75,107.80,0,30,09 Jul 15.00 (GQ SC-B),0.10,0.0,0.0,0.05,0,711,
09 Jul 15.00 (GQ GC-O),0.0,0.0,0.0,0.0,0,30,09 Jul 15.00 (GQ SC-O),0.0,0.0,0.0,0.0,0,711,
09 Jul 17.50 (GQ GW),104.80,0.0,103.30,105.30,0,0,09 Jul 17.50 (GQ SW),0.02,0.0,0.0,0.08,0,622,
09 Jul 17.50 (GQ GW-E),104.80,0.0,103.30,105.30,0,0,09 Jul 17.50 (GQ SW-E),0.30,0.0,0.0,0.08,0,622,
09 Jul 17.50 (GQ GW-8),50.26,0.0,103.30,105.30,0,0,09 Jul 17.50 (GQ SW-8),0.05,0.0,0.0,0.08,0,622,
09 Jul 17.50 (GQ GW-X),66.15,0.0,103.30,105.30,0,0,09 Jul 17.50 (GQ SW-X),0.68,0.0,0.0,0.08,0,622,
09 Jul 17.50 (GQ GW-P),0.0,0.0,103.30,105.30,0,0,09 Jul 17.50 (GQ SW-P),0.03,0.0,0.0,0.08,0,622,
09 Jul 17.50 (GQ GW-A),0.0,0.0,102.10,106.60,0,0,09 Jul 17.50 (GQ SW-A),0.0,0.0,0.0,0.08,0,622,
09 Jul 17.50 (GQ GW-B),0.0,0.0,103.25,105.30,0,0,09 Jul 17.50 (GQ SW-B),0.08,0.0,0.0,0.08,0,622,
09 Jul 17.50 (GQ GW-O),0.0,0.0,0.0,0.0,0,0,09 Jul 17.50 (GQ SW-O),0.0,0.0,0.0,0.0,0,622,
09 Jul 20.00 (GQ GD),71.00,0.0,100.80,102.80,0,0,09 Jul 20.00 (GQ SD),0.01,0.0,0.0,0.08,0,1103,
09 Jul 20.00 (GQ GD-E),0.0,0.0,100.80,102.80,0,0,09 Jul 20.00 (GQ SD-E),0.08,0.0,0.0,0.08,0,1103,
09 Jul 20.00 (GQ GD-8),0.0,0.0,100.80,102.80,0,0,09 Jul 20.00 (GQ SD-8),0.08,0.0,0.0,0.08,0,1103,
09 Jul 20.00 (GQ GD-X),71.00,0.0,100.80,102.80,0,0,09 Jul 20.00 (GQ SD-X),0.05,0.0,0.0,0.08,0,1103,
09 Jul 20.00 (GQ GD-P),0.0,0.0,100.80,102.80,0,0,09 Jul 20.00 (GQ SD-P),0.01,0.0,0.0,0.08,0,1103,
09 Jul 20.00 (GQ GD-A),0.0,0.0,99.60,104.10,0,0,09 Jul 20.00 (GQ SD-A),0.45,0.0,0.0,0.09,0,1103,
09 Jul 20.00 (GQ GD-B),0.0,0.0,100.75,102.80,0,0,09 Jul 20.00 (GQ SD-B),0.09,0.0,0.0,0.08,0,1103,
09 Jul 20.00 (GQ GD-O),0.0,0.0,0.0,0.0,0,0,09 Jul 20.00 (GQ SD-O),0.0,0.0,0.0,0.0,0,1103,
09 Jul 22.50 (GQ GX),95.00,0.0,98.35,100.35,0,31,09 Jul 22.50 (GQ SX),0.09,0.0,0.0,0.08,0,723,
09 Jul 22.50 (GQ GX-E),95.00,0.0,98.35,100.35,0,31,09 Jul 22.50 (GQ SX-E),0.01,0.0,0.0,0.08,0,723,
09 Jul 22.50 (GQ GX-8),71.45,0.0,98.35,100.35,0,31,09 Jul 22.50 (GQ SX-8),0.01,0.0,0.0,0.08,0,723,
09 Jul 22.50 (GQ GX-X),80.30,0.0,98.35,100.35,0,31,09 Jul 22.50 (GQ SX-X),0.09,0.0,0.0,0.08,0,723,
09 Jul 22.50 (GQ GX-P),0.0,0.0,98.35,100.35,0,31,09 Jul 22.50 (GQ SX-P),0.01,0.0,0.0,0.08,0,723,
09 Jul 22.50 (GQ GX-A),61.80,0.0,97.20,101.70,0,31,09 Jul 22.50 (GQ SX-A),0.56,0.0,0.0,0.14,0,723,
09 Jul 22.50 (GQ GX-B),0.0,0.0,98.35,100.35,0,31,09 Jul 22.50 (GQ SX-B),0.45,0.0,0.0,0.08,0,723,
09 Jul 22.50 (GQ GX-O),0.0,0.0,0.0,0.0,0,31,09 Jul 22.50 (GQ SX-O),0.0,0.0,0.0,0.0,0,723,
09 Jul 25.00 (GQ GE),77.65,0.0,95.85,97.85,0,54,09 Jul 25.00 (GQ SE),0.01,0.0,0.0,0.09,0,1233,
09 Jul 25.00 (GQ GE-E),77.65,0.0,95.85,97.85,0,54,09 Jul 25.00 (GQ SE-E),0.01,0.0,0.0,0.09,0,1233,
09 Jul 25.00 (GQ GE-8),63.10,0.0,95.85,97.85,0,54,09 Jul 25.00 (GQ SE-8),0.01,0.0,0.0,0.09,0,1233,
09 Jul 25.00 (GQ GE-X),77.65,0.0,95.85,97.85,0,54,09 Jul 25.00 (GQ SE-X),0.01,0.0,0.0,0.09,0,1233,
09 Jul 25.00 (GQ GE-P),63.00,0.0,95.85,97.85,0,54,09 Jul 25.00 (GQ SE-P),0.07,0.0,0.0,0.09,0,1233,
09 Jul 25.00 (GQ GE-A),68.20,0.0,94.70,99.20,0,54,09 Jul 25.00 (GQ SE-A),0.10,0.0,0.0,0.14,0,1233,
09 Jul 25.00 (GQ GE-B),0.0,0.0,95.85,97.85,0,54,09 Jul 25.00 (GQ SE-B),0.09,0.0,0.0,0.09,0,1233,
09 Jul 25.00 (GQ GE-O),0.0,0.0,0.0,0.0,0,54,09 Jul 25.00 (GQ SE-O),0.0,0.0,0.0,0.0,0,1233,
09 Jul 30.00 (GQ GF),73.55,0.0,90.80,92.80,0,31,09 Jul 30.00 (GQ SF),0.11,0.0,0.02,0.10,0,5898,
09 Jul 30.00 (GQ GF-E),57.85,0.0,90.80,92.80,0,31,09 Jul 30.00 (GQ SF-E),0.05,0.0,0.01,0.10,0,5898,
09 Jul 30.00 (GQ GF-8),73.55,0.0,90.80,92.80,0,31,09 Jul 30.00 (GQ SF-8),0.11,0.0,0.01,0.10,0,5898,
09 Jul 30.00 (GQ GF-X),0.0,0.0,90.80,92.80,0,31,09 Jul 30.00 (GQ SF-X),0.05,0.0,0.01,0.10,0,5898,
09 Jul 30.00 (GQ GF-P),73.55,0.0,90.80,92.80,0,31,09 Jul 30.00 (GQ SF-P),0.03,0.0,0.01,0.10,0,5898,
09 Jul 30.00 (GQ GF-A),0.0,0.0,89.70,94.20,0,31,09 Jul 30.00 (GQ SF-A),0.03,0.0,0.0,0.14,0,5898,
09 Jul 30.00 (GQ GF-B),0.0,0.0,90.75,92.80,0,31,09 Jul 30.00 (GQ SF-B),0.10,0.0,0.02,0.10,0,5898,
09 Jul 30.00 (GQ GF-O),0.0,0.0,0.0,0.0,0,31,09 Jul 30.00 (GQ SF-O),0.0,0.0,0.0,0.0,0,5898,
09 Jul 35.00 (GQ GG),68.10,0.0,85.80,87.80,0,77,09 Jul 35.00 (GQ SG),0.09,0.0,0.03,0.11,0,4121,
09 Jul 35.00 (GQ GG-E),68.70,0.0,85.80,87.80,0,77,09 Jul 35.00 (GQ SG-E),0.08,0.0,0.01,0.11,0,4121,
09 Jul 35.00 (GQ GG-8),57.60,0.0,85.80,87.80,0,77,09 Jul 35.00 (GQ SG-8),0.09,0.0,0.03,0.12,0,4121,
09 Jul 35.00 (GQ GG-X),68.10,0.0,85.80,87.80,0,77,09 Jul 35.00 (GQ SG-X),0.09,0.0,0.01,0.11,0,4121,
09 Jul 35.00 (GQ GG-P),61.50,0.0,85.80,87.80,0,77,09 Jul 35.00 (GQ SG-P),0.05,0.0,0.03,0.11,0,4121,
09 Jul 35.00 (GQ GG-A),0.0,0.0,84.70,89.20,0,77,09 Jul 35.00 (GQ SG-A),1.00,0.0,0.0,0.14,0,4121,
09 Jul 35.00 (GQ GG-B),60.10,0.0,85.80,87.80,0,77,09 Jul 35.00 (GQ SG-B),0.27,0.0,0.0,0.11,0,4121,
09 Jul 35.00 (GQ GG-O),0.0,0.0,0.0,0.0,0,77,09 Jul 35.00 (GQ SG-O),0.0,0.0,0.0,0.0,0,4121,
09 Jul 40.00 (GS GU),69.65,0.0,80.80,82.80,0,75,09 Jul 40.00 (GS SU),0.10,0.0,0.05,0.10,0,2943,
09 Jul 40.00 (GS GU-E),69.65,0.0,80.80,82.80,0,75,09 Jul 40.00 (GS SU-E),0.10,0.0,0.0,0.10,0,2943,
09 Jul 40.00 (GS GU-8),0.0,0.0,80.80,82.80,0,75,09 Jul 40.00 (GS SU-8),0.14,0.0,0.05,0.14,0,2943,
09 Jul 40.00 (GS GU-X),54.40,0.0,80.80,82.80,0,75,09 Jul 40.00 (GS SU-X),0.10,0.0,0.0,0.12,0,2943,
09 Jul 40.00 (GS GU-P),40.00,0.0,80.80,82.80,0,75,09 Jul 40.00 (GS SU-P),0.14,0.0,0.0,0.12,0,2943,
09 Jul 40.00 (GS GU-A),29.10,0.0,79.70,84.20,0,75,09 Jul 40.00 (GS SU-A),2.85,0.0,0.0,0.14,0,2943,
09 Jul 40.00 (GS GU-B),27.05,0.0,80.80,82.80,0,75,09 Jul 40.00 (GS SU-B),0.10,0.0,0.0,0.12,0,2943,
09 Jul 40.00 (GS GU-O),0.0,0.0,0.0,0.0,0,75,09 Jul 40.00 (GS SU-O),0.93,0.0,0.0,0.0,0,2943,
09 Jul 45.00 (GS GY),71.60,0.0,75.85,77.80,0,167,09 Jul 45.00 (GS SY),0.14,0.0,0.08,0.14,0,3609,
09 Jul 45.00 (GS GY-E),71.60,0.0,75.80,77.80,0,167,09 Jul 45.00 (GS SY-E),0.14,0.0,0.06,0.14,0,3609,
09 Jul 45.00 (GS GY-8),35.50,0.0,75.85,77.80,0,167,09 Jul 45.00 (GS SY-8),0.17,0.0,0.08,0.14,0,3609,
09 Jul 45.00 (GS GY-X),71.60,0.0,75.85,77.80,0,167,09 Jul 45.00 (GS SY-X),0.09,0.0,0.06,0.14,0,3609,
09 Jul 45.00 (GS GY-P),44.40,0.0,75.85,77.80,0,167,09 Jul 45.00 (GS SY-P),0.12,0.0,0.06,0.14,0,3609,
09 Jul 45.00 (GS GY-A),28.90,0.0,75.85,77.80,0,167,09 Jul 45.00 (GS SY-A),0.70,0.0,0.0,0.14,0,3609,
09 Jul 45.00 (GS GY-B),34.95,0.0,75.85,77.80,0,167,09 Jul 45.00 (GS SY-B),0.16,0.0,0.06,0.14,0,3609,
09 Jul 45.00 (GS GY-O),67.90,0.0,0.0,0.0,0,167,09 Jul 45.00 (GS SY-O),0.15,0.0,0.0,0.0,0,3609,
09 Jul 50.00 (GS GJ),68.45,0.0,70.85,72.80,0,165,09 Jul 50.00 (GS SJ),0.20,+0.03,0.14,0.22,1,7969,
